timestamp,userNum,requestNum,anonymousNum,avgResponseTime,avgCommunication,successRate
1486560913383,1000,326,10,0.12410975609756117,9.963414634146341,0.754601226993865
1486561236195,2000,674,10,0.11180097087378622,9.084142394822006,0.9169139465875371
1486561799296,4000,1390,10,0.10804870848708432,8.589667896678966,0.9748201438848921
1486562972651,1000,320,5,0.051302839116719116,3.829652996845426,0.990625
1486563215821,1000,328,20,0.21866463414634152,13.606707317073171,1.0
1486563593217,1000,309,10,0.12878846153846155,10.311538461538461,0.8414239482200647
1486563724657,1000,331,20,0.21905263157894736,13.973684210526315,0.1148036253776435
1494834517137,1000,313,10,0.12764489795918382,9.80408163265306,0.7827476038338658
1516194633202,1000,239,10,0.14235398230088492,11.017699115044248,0.47280334728033474
1516195966676,1000,324,10,0.12640178571428587,10.214285714285714,0.691358024691358
1516196483028,1000,56,10,0.10818,9.2,0.8928571428571429
1516892767414,1000,324,10,0.12226778242677844,10.154811715481172,0.7376543209876543
1516892872511,1000,325,10,0.11334420289855102,9.507246376811594,0.8492307692307692
1516892959599,1000,316,10,0.11032624113475197,9.27659574468085,0.8924050632911392
1516893176440,1000,325,10,0.10495959595959604,8.811447811447811,0.9138461538461539
1516969430459,1000,190,10,0.11615894039735095,9.701986754966887,0.7947368421052632
1516969618290,1000,97,10,0.11635135135135131,9.864864864864865,0.7628865979381443
1516969700236,1000,93,10,0.11025641025641021,9.653846153846153,0.8387096774193549
1516969734628,1000,95,10,0.10736363636363631,9.193181818181818,0.9263157894736842
1516970138261,1000,55,10,0.10509090909090912,9.522727272727273,0.8
1516970337298,1000,37,10,0.10460000000000005,9.3,0.8108108108108109
1516970348356,1000,74,10,0.10481967213114751,9.344262295081966,0.8243243243243243
1516970362251,1000,111,10,0.10491208791208784,9.45054945054945,0.8198198198198198
1516970399442,1000,76,10,0.111758064516129,9.96774193548387,0.8157894736842105
1516970419109,1000,152,10,0.11123809523809507,9.976190476190476,0.8289473684210527
1516970574856,1000,104,10,0.11975581395348832,9.895348837209303,0.8269230769230769
1516970611792,1000,104,10,0.11406976744186041,9.767441860465116,0.8269230769230769
